"","fvegHW90mask","aetnov_90m","cwdnov_90m","pptnov_90m","pptdjf_90m","pptjja_90m","tmnnov_90m","tmxnov_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",7,30.2119998931885,0.224999994039536,209.9873046875,309.893798828125,15.487099647522,4.74170017242432,15.8292999267578,33.2537994384766,2.07480001449585,-189959.943153,319383.054738
"2",2,25.7049999237061,3.98699998855591,82.1009979248047,121.910697937012,7.41569995880127,4.34700012207031,17.1077003479004,34.1526985168457,2.74460005760193,-188622.149117,266046.142913
"3",15,28.5002994537354,0.0820000022649765,168.037002563477,232.085693359375,8.62530040740967,4.97599983215332,14.8826999664307,30.5923004150391,3.34419989585876,-307449.708242,245898.158696
"4",5,26.5627002716064,1.43570005893707,140.085693359375,199.446899414062,5.01590013504028,1.95000004768372,15.3699998855591,32.3880004882812,0.487399995326996,-277960.49011,202223.022943
"5",7,20.7092990875244,0.314000010490417,197.954299926758,272.651306152344,10.9476003646851,0.200299993157387,13.6606998443604,30.3418998718262,-1.34879994392395,-71012.7071392,171771.321383
"6",15,25.0842990875244,1.10669994354248,166.611694335938,226.283294677734,5.53079986572266,0.675300002098083,15.7896995544434,32.5066986083984,-0.762000024318695,-252818.79461,162341.824297
"7",15,25.0842990875244,1.10669994354248,166.611694335938,226.283294677734,5.53079986572266,0.675300002098083,15.7896995544434,32.5066986083984,-0.762000024318695,-252818.79461,162341.824297
"8",15,24.8349990844727,1.06200003623962,167.949295043945,227.894104003906,5.52860021591187,0.62830001115799,15.871000289917,32.3571014404297,-0.861999988555908,-251900.476816,161902.035232
"9",15,24.8349990844727,1.06200003623962,167.949295043945,227.894104003906,5.52860021591187,0.62830001115799,15.871000289917,32.3571014404297,-0.861999988555908,-251900.476816,161902.035232
"10",7,27.9860000610352,0.934300005435944,170.541305541992,239.018402099609,5.66660022735596,1.92429995536804,15.5780000686646,27.6226997375488,0.70880001783371,-289471.383302,160264.34806
"11",7,32.3629989624023,1.21570003032684,178.733001708984,233.11799621582,5.80819988250732,4.04670000076294,14.3280000686646,30.1177005767822,2.55259990692139,-258452.186569,147182.995225
"12",5,26.7686996459961,2.15630006790161,142.254302978516,198.062896728516,4.97009992599487,2.16000008583069,15.7117004394531,31.3607006072998,0.565100014209747,-254385.997409,141382.578142
"13",8,28.6770000457764,8.30329990386963,71.9022979736328,124.673599243164,3.24079990386963,5.23299980163574,17.5983009338379,33.4119987487793,3.04489994049072,-207592.934979,138959.337367
"14",2,36.3740005493164,2.31970000267029,150.561996459961,206.435195922852,6.55830001831055,4.27229976654053,15.9336996078491,31.1499996185303,2.00570011138916,-81839.0269747,121478.781721
"15",15,26.7796993255615,4.4342999458313,104.859703063965,152.966995239258,2.54320001602173,2.58570003509521,16.4179992675781,32.219799041748,0.891099989414215,-243346.597064,114929.36175
"16",15,34.4986991882324,3.58570003509521,118.720001220703,157.295806884766,4.29759979248047,5.20800018310547,17.0552997589111,31.7872009277344,2.91540002822876,-93659.1893972,114552.996636
"17",15,34.4986991882324,3.58570003509521,118.720001220703,157.295806884766,4.29759979248047,5.20800018310547,17.0552997589111,31.7872009277344,2.91540002822876,-93659.1893972,114552.996636
"18",5,34.4342994689941,2.84730005264282,126.299697875977,175.126098632812,4.73859977722168,4.81869983673096,16.4573001861572,31.4237003326416,2.54530000686646,-88863.3159444,109161.263935
"19",8,29.7509994506836,4.04370021820068,120.428298950195,179.49870300293,3.21720004081726,4.44169998168945,16.3246994018555,31.0492000579834,2.54909992218018,-237256.986213,108456.290498
"20",11,25.4519996643066,5.36229991912842,86.0643005371094,149.509994506836,2.64019989967346,1.71300005912781,16.867000579834,31.8278999328613,0.115599997341633,-224150.692546,103886.710575
"21",8,35.5696983337402,2.59299993515015,173.542007446289,225.546005249023,4.01429986953735,6.3769998550415,15.0443000793457,28.5624008178711,4.16260004043579,-257654.832186,102759.716536
"22",8,35.5696983337402,2.59299993515015,173.542007446289,225.546005249023,4.01429986953735,6.3769998550415,15.0443000793457,28.5624008178711,4.16260004043579,-257654.832186,102759.716536
"23",15,25.8047008514404,6.19999980926514,70.8042984008789,118.42130279541,2.48090004920959,4.44329977035522,17.7187004089355,32.9253997802734,2.41939997673035,-201374.394261,102327.227034
"24",15,32.0836982727051,4.22399997711182,107.00129699707,149.380996704102,3.94219994544983,6.11129999160767,16.7080001831055,32.8647994995117,3.76379990577698,-90178.7591383,99941.88235
"25",15,33.4443016052246,4.81969976425171,107.853698730469,150.714294433594,3.81279993057251,5.14370012283325,16.3159999847412,31.7007999420166,2.72769999504089,-88070.7866328,97773.7150839
"26",15,33.5906982421875,4.84630012512207,107.319000244141,150.062103271484,3.97790002822876,6.01569986343384,16.6103000640869,32.668701171875,3.63289999961853,-91069.6472887,97728.604022
"27",7,31.9272994995117,2.37069988250732,183.500701904297,274.257293701172,5.17640018463135,5.73570013046265,14.0607004165649,29.9034004211426,3.20609998703003,-233941.952152,93812.4866201
"28",15,30.9132995605469,5.6532998085022,104.843299865723,175.825897216797,2.65129995346069,5.3572998046875,16.6133003234863,31.8589992523193,3.37800002098083,-218961.956232,93160.6975116
"29",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"30",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"31",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"32",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"33",2,30.047700881958,7.90129995346069,74.8462982177734,121.487602233887,2.4818000793457,5.70599985122681,16.6676998138428,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"34",15,33.4620018005371,4.56300020217896,95.9980010986328,138.755004882812,3.50169992446899,5.85029983520508,17.0792999267578,32.5638008117676,3.6686999797821,-77550.1816202,87535.8406251
"35",7,35.1747016906738,1.95099997520447,158.317001342773,229.025802612305,8.15330028533936,2.53329992294312,15.3857002258301,30.4944000244141,0.501699984073639,-40062.1148977,85199.2490756
"36",7,34.8602981567383,2.0443000793457,157.585693359375,227.598403930664,8.035400390625,2.40429997444153,14.898699760437,29.9018993377686,0.252600014209747,-43486.5692577,85031.0092125
"37",9,NA,NA,86.5353012084961,125.892997741699,3.26810002326965,6.36730003356934,17.1317005157471,32.782600402832,4.11770009994507,-90578.2858998,84425.3680294
"38",8,32.5942993164062,4.80229997634888,89.7490005493164,130.359603881836,3.28620004653931,6.22930002212524,17.0690002441406,32.7505989074707,4.05999994277954,-89860.3215696,84676.4976085
"39",8,33.3473014831543,5.82600021362305,89.2902984619141,129.523895263672,3.2846999168396,6.12069988250732,17.0909996032715,32.6509017944336,3.92309999465942,-90516.7874155,84729.2687404
"40",15,NA,NA,86.6669998168945,125.859100341797,3.26519989967346,6.39230012893677,17.1203002929688,32.7643013000488,4.15420007705688,-90966.8270969,84454.1095212
"41",8,33.3473014831543,5.82600021362305,89.2902984619141,129.523895263672,3.2846999168396,6.12069988250732,17.0909996032715,32.6509017944336,3.92309999465942,-90516.7874155,84729.2687404
"42",15,NA,NA,86.6669998168945,125.859100341797,3.26519989967346,6.39230012893677,17.1203002929688,32.7643013000488,4.15420007705688,-90966.8270969,84454.1095212
"43",15,32.9603004455566,1.59029996395111,157.785705566406,227.977798461914,8.10179996490479,2.43129992485046,15.6097002029419,30.4687995910645,0.477699995040894,-41996.3592435,84035.106052
"44",7,34.0289993286133,3.69429993629456,116.21070098877,166.681900024414,5.31529998779297,4.40729999542236,16.6200008392334,32.0407981872559,2.20230007171631,-69424.6537648,81081.7244042
"45",5,34.6860008239746,4.10930013656616,109.706298828125,163.720397949219,4.34759998321533,4.44369983673096,17.1937007904053,32.3291015625,2.33870005607605,-73660.9262142,74400.0817988
"46",5,34.6860008239746,4.10930013656616,109.706298828125,163.720397949219,4.34759998321533,4.44369983673096,17.1937007904053,32.3291015625,2.33870005607605,-73660.9262142,74400.0817988
"47",7,34.4737014770508,3.41770005226135,162.75700378418,239.759704589844,4.76940011978149,5.87230014801025,15.4300003051758,28.0876007080078,3.92969989776611,-225969.492805,73834.3904774
"48",15,32.092700958252,7.40729999542236,70.5672988891602,109.999298095703,2.67779994010925,6.69570016860962,17.5937004089355,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"49",15,32.092700958252,7.40729999542236,70.5672988891602,109.999298095703,2.67779994010925,6.69570016860962,17.5937004089355,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"50",15,32.092700958252,7.40729999542236,70.5672988891602,109.999298095703,2.67779994010925,6.69570016860962,17.5937004089355,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"51",7,34.065299987793,5.40899991989136,126.643997192383,198.649398803711,3.04809999465942,5.94029998779297,15.693699836731,29.3383007049561,3.92000007629395,-212577.486806,63370.3879895
"52",7,34.065299987793,5.40899991989136,126.643997192383,198.649398803711,3.04809999465942,5.94029998779297,15.693699836731,29.3383007049561,3.92000007629395,-212577.486806,63370.3879895
"53",7,38.0870018005371,2.66370010375977,178.711700439453,285.076690673828,3.57879996299744,6.28229999542236,17.2143001556396,27.363899230957,4.4109001159668,-261893.940077,62497.7371097
"54",11,32.6160011291504,5.7846999168396,110.905700683594,185.05940246582,2.20930004119873,5.37930011749268,18.350700378418,31.3736000061035,3.50880002975464,-218365.82377,61464.4193477
"55",15,32.1327018737793,5.56230020523071,111.275001525879,185.093597412109,2.20679998397827,5.42070007324219,18.2513008117676,31.3304004669189,3.51999998092651,-218343.125607,61005.6822679
"56",15,32.1327018737793,5.56230020523071,111.275001525879,185.093597412109,2.20679998397827,5.42070007324219,18.2513008117676,31.3304004669189,3.51999998092651,-218343.125607,61005.6822679
"57",15,33.6096992492676,4.95270013809204,110.80069732666,169.436294555664,2.63220000267029,5.75029993057251,18.5536994934082,27.7320003509521,4.01999998092651,-231237.869278,51217.3957569
"58",2,36.1183013916016,4.75229978561401,110.482299804688,164.4208984375,4.93499994277954,5.3863000869751,16.2443008422852,31.8910007476807,2.99090003967285,-56005.7560289,45626.1817891
"59",2,36.1183013916016,4.75229978561401,110.482299804688,164.4208984375,4.93499994277954,5.3863000869751,16.2443008422852,31.8910007476807,2.99090003967285,-56005.7560289,45626.1817891
"60",5,31.8987007141113,6.86469984054565,85.193000793457,132.920394897461,2.30139994621277,6.20329999923706,18.4883003234863,28.612699508667,4.2613000869751,-196821.324607,31620.7209261
"61",5,31.8987007141113,6.86469984054565,85.193000793457,132.920394897461,2.30139994621277,6.20329999923706,18.4883003234863,28.612699508667,4.2613000869751,-196821.324607,31620.7209261
"62",15,35.4280014038086,6.11670017242432,98.1940002441406,157.541305541992,3.73370003700256,3.53800010681152,16.6229991912842,32.1478996276855,1.47130000591278,-35084.5670362,2298.43684203
"63",15,35.4280014038086,6.11670017242432,98.1940002441406,157.541305541992,3.73370003700256,3.53800010681152,16.6229991912842,32.1478996276855,1.47130000591278,-35084.5670362,2298.43684203
"64",15,32.9210014343262,6.49230003356934,105.428001403809,160.253997802734,1.72720003128052,7.71500015258789,17.4799995422363,25.6991004943848,5.64300012588501,-218929.085829,2063.80591011
"65",15,32.9210014343262,6.49230003356934,105.428001403809,160.253997802734,1.72720003128052,7.71500015258789,17.4799995422363,25.6991004943848,5.64300012588501,-218929.085829,2063.80591011
"66",4,34.4070014953613,7.22300004959106,84.7492980957031,134.957595825195,2.6168999671936,9.02200031280518,16.5757007598877,25.2066993713379,6.69659996032715,-197337.142035,-9889.4125092
"67",15,33.5876998901367,7.56230020523071,80.2907028198242,125.222900390625,1.81959998607635,6.40129995346069,17.6443004608154,28.1429996490479,4.25570011138916,-175866.031286,-27090.4679788
"68",15,33.5876998901367,7.56230020523071,80.2907028198242,125.222900390625,1.81959998607635,6.40129995346069,17.6443004608154,28.1429996490479,4.25570011138916,-175866.031286,-27090.4679788
"69",15,26.9990005493164,5.24870014190674,106.605003356934,174.001907348633,4.96960020065308,1.15269994735718,13.9352998733521,28.8204002380371,-1.09599995613098,25184.241402,-32519.4894993
"70",15,26.9990005493164,5.24870014190674,106.605003356934,174.001907348633,4.96960020065308,1.15269994735718,13.9352998733521,28.8204002380371,-1.09599995613098,25273.4064682,-32518.8864471
"71",5,16.440299987793,2.1710000038147,110.788696289062,176.233200073242,5.67180013656616,0.634299993515015,12.5006999969482,26.7679996490479,-2.07940006256104,31084.510219,-33255.5358197
"72",2,31.3423004150391,6.47800016403198,98.5323028564453,186.466796875,4.7878999710083,1.69869995117188,15.0107002258301,28.5170001983643,-0.432900011539459,30957.0683568,-53532.791241
"73",15,37.1063003540039,9.85429954528809,90.5753021240234,152.963104248047,3.51620006561279,4.01800012588501,17.3600006103516,32.3763999938965,1.52890002727509,3435.38361275,-57391.1915018
"74",15,37.1063003540039,9.85429954528809,90.5753021240234,152.963104248047,3.51620006561279,4.01800012588501,17.3600006103516,32.3763999938965,1.52890002727509,3435.38361275,-57391.1915018
"75",8,38.7307014465332,7.17929983139038,119.494697570801,192.204803466797,3.89669990539551,8.22369956970215,17.6772994995117,26.8603992462158,5.52269983291626,-198721.197662,-70499.7412114
"76",15,34.2700004577637,14.3463001251221,69.0709991455078,126.271102905273,3.48130011558533,4.29729986190796,17.7856998443604,34.8126983642578,1.81980001926422,24207.6614751,-72319.5685155
"77",15,37.8266983032227,6.32030010223389,136.333297729492,230.404998779297,2.44339990615845,4.39769983291626,19.7600002288818,27.914400100708,3.25909996032715,-183834.877435,-106285.385144
"78",7,38.9492988586426,7.05030012130737,129.014297485352,214.000106811523,2.47989988327026,5.06069993972778,19.1756992340088,26.4839000701904,3.82220005989075,-181382.704575,-107928.457528
"79",15,35.898998260498,8.84869956970215,92.0962982177734,136.456893920898,2.48420000076294,5.24200010299683,17.2353000640869,26.5319004058838,3.06469988822937,-133986.730929,-138485.769618
"80",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108368.032313,-166134.913338
"81",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108368.032313,-166134.913338
"82",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108368.032313,-166134.913338
"83",15,38.2966995239258,13.3477001190186,77.2703018188477,124.720802307129,6.64219999313354,5.33129978179932,17.6763000488281,33.2206001281738,2.56520009040833,108368.032313,-166134.913338
"84",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105882.854261,-166104.071053
"85",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105882.854261,-166104.071053
"86",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105882.854261,-166104.071053
"87",8,39.8717002868652,16.9640007019043,76.274299621582,124.042297363281,6.41120004653931,5.30730009078979,17.4029998779297,32.9592018127441,2.49489998817444,105882.854261,-166104.071053
"88",15,31.257999420166,12.0539999008179,59.793701171875,107.764099121094,0.622699975967407,2.58669996261597,20.1429996490479,33.0182991027832,1.23909997940063,-131693.95609,-193281.493327
"89",15,31.257999420166,12.0539999008179,59.793701171875,107.764099121094,0.622699975967407,2.58669996261597,20.1429996490479,33.0182991027832,1.23909997940063,-131693.95609,-193281.493327
"90",5,35.2809982299805,18.262300491333,53.3619995117188,118.434196472168,0.990899980068207,7.32730007171631,19.2203006744385,19.0401000976562,5.77869987487793,-97885.147241,-271995.442393
"91",5,35.2809982299805,18.262300491333,53.3619995117188,118.434196472168,0.990899980068207,7.32730007171631,19.2203006744385,19.0401000976562,5.77869987487793,-97885.147241,-271995.442393
"92",5,34.8726997375488,22.600700378418,46.1043014526367,101.501998901367,1.18929994106293,7.43100023269653,20.6389999389648,23.4197006225586,5.62960004806519,-67547.7725591,-298411.964496
"93",15,33.0903015136719,33.0507011413574,41.5382995605469,126.829597473145,0.639900028705597,6.54099988937378,22.2943000793457,33.5256004333496,4.58459997177124,19359.2723076,-385464.924422
"94",15,32.9502983093262,33.6829986572266,38.9712982177734,99.4030990600586,1.08120000362396,7.81899976730347,20.9246997833252,23.5552005767822,6.00269985198975,-21758.672497,-391996.11366
"95",15,32.9502983093262,33.6829986572266,38.9712982177734,99.4030990600586,1.08120000362396,7.81899976730347,20.9246997833252,23.5552005767822,6.00269985198975,-21758.672497,-391996.11366
"96",8,32.6537017822266,36.3162994384766,38.5452995300293,96.2276992797852,0.819100022315979,7.92500019073486,21.3817005157471,26.3516006469727,6.2121000289917,71179.5098081,-413304.104075
"97",5,14.2836999893188,11.5590000152588,44.8316993713379,102.921997070312,12.9209995269775,-3.54200005531311,12.1556997299194,26.4204006195068,-6.03189992904663,284445.456775,-414464.620199
"98",5,30.5867004394531,36.0367012023926,34.6829986572266,81.1080017089844,0.780099987983704,8.67070007324219,21.3936996459961,23.2714004516602,6.8814001083374,70438.4207829,-416595.617588
"99",5,30.5867004394531,36.0367012023926,34.6829986572266,81.1080017089844,0.780099987983704,8.67070007324219,21.3936996459961,23.2714004516602,6.8814001083374,70438.4207829,-416595.617588
"100",15,41.6510009765625,27.6889991760254,69.861701965332,183.262893676758,3.39910006523132,8.70670032501221,20.4843006134033,31.8894004821777,5.99289989471436,233481.040107,-418222.093096
"101",8,36.9253005981445,26.5112991333008,55.7210006713867,138.951995849609,3.56970000267029,9.06830024719238,21.2252998352051,30.2444000244141,6.4608998298645,204952.679718,-418801.849628
"102",8,36.9253005981445,26.5112991333008,55.7210006713867,138.951995849609,3.56970000267029,9.06830024719238,21.2252998352051,30.2444000244141,6.4608998298645,204952.679718,-418801.849628
"103",8,36.9253005981445,26.5112991333008,55.7210006713867,138.951995849609,3.56970000267029,9.06830024719238,21.2252998352051,30.2444000244141,6.4608998298645,204952.679718,-418801.849628
"104",8,36.9253005981445,26.5112991333008,55.7210006713867,138.951995849609,3.56970000267029,9.06830024719238,21.2252998352051,30.2444000244141,6.4608998298645,204952.679718,-418801.849628
"105",8,40.092700958252,29.9172992706299,59.3203010559082,146.007202148438,3.44689989089966,7.75029993057251,19.1459999084473,28.1900997161865,5.00239992141724,203461.431088,-420686.736456
"106",8,40.092700958252,29.9172992706299,59.3203010559082,146.007202148438,3.44689989089966,7.75029993057251,19.1459999084473,28.1900997161865,5.00239992141724,203461.431088,-420686.736456
"107",8,40.092700958252,29.9172992706299,59.3203010559082,146.007202148438,3.44689989089966,7.75029993057251,19.1459999084473,28.1900997161865,5.00239992141724,203461.431088,-420686.736456
"108",8,40.092700958252,29.9172992706299,59.3203010559082,146.007202148438,3.44689989089966,7.75029993057251,19.1459999084473,28.1900997161865,5.00239992141724,203461.431088,-420686.736456
"109",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215089.520528,-425032.568141
"110",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215089.520528,-425032.568141
"111",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215089.520528,-425032.568141
"112",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215089.520528,-425032.568141
"113",8,41.0553016662598,39.5180015563965,50.766300201416,134.658096313477,2.72989988327026,9.22369956970215,20.8432998657227,30.7500991821289,6.57469987869263,212807.965119,-426012.853713
"114",8,41.0553016662598,39.5180015563965,50.766300201416,134.658096313477,2.72989988327026,9.22369956970215,20.8432998657227,30.7500991821289,6.57469987869263,212807.965119,-426012.853713
