"","fveg","bird","mammal","reptile","aet","cwd","ppt","pptdjf","pptjja","tmn","tmx","tmxjja","tmndjf","longitude","latitude"
"1",3,118,60,45,28.5466995239258,35.3522987365723,37.9852981567383,37.9229011535645,7.78480005264282,3.13470005989075,17.8306999206543,38.0768013000488,3.16759991645813,339073.2045,-552401.6153
"2",15,153,43,17,27.0363006591797,0.0772999972105026,148.02229309082,144.188003540039,2.37719988822937,3.59800004959106,12.1282997131348,30.0589008331299,3.76900005340576,-182631.1724,70955.02559
"3",11,158,36,13,28.4552993774414,4.16099977493286,42.8627014160156,37.2430000305176,0.651799976825714,3.21300005912781,12.6859998703003,34.3492012023926,3.58570003509521,-25762.48503,-133501.0597
"4",15,158,34,10,20.5037002563477,0.121699996292591,114.879699707031,103.733001708984,4.45590019226074,3.0699999332428,12.9792995452881,33.5180015563965,3.51740002632141,-187668.5192,196495.6188
"5",2,147,40,11,24.7042999267578,0.0270000007003546,107.124298095703,101.069602966309,1.83790004253387,3.70799994468689,12.7506999969482,34.0103988647461,4.15700006484985,-162940.1311,83276.22677
"6",11,154,34,16,34.4832992553711,6.80999994277954,51.9393005371094,44.4496994018555,1.31229996681213,3.2936999797821,14.0179996490479,35.4473991394043,3.70329999923706,83905.95044,-231106.3742
"7",3,73,33,28,18.2106990814209,30.7812995910645,23.770299911499,23.9580993652344,6.44899988174438,3.05699992179871,13.229700088501,35.3891983032227,3.14429998397827,294252.5497,-261200.3407
"8",8,170,57,31,43.8889999389648,17.1777000427246,65.4152984619141,62.4818000793457,1.8099000453949,6.16800022125244,19.5536994934082,29.8122997283936,6.29530000686646,289971.5964,-587890.0791
"9",7,126,59,16,6.78569984436035,0,226.035293579102,223.059692382812,8.4512996673584,-2.63100004196167,8.60830020904541,26.5757007598877,-2.7311999797821,-16891.25503,33636.28259
"10",15,129,65,16,7.99970006942749,0,493.226715087891,519.758178710938,50.073299407959,0.443699985742569,8.60299968719482,25.4491004943848,0.250099986791611,-309884.8142,420665.6654
"11",2,187,51,20,45.8186988830566,10.2047004699707,81.2143020629883,75.5942001342773,0.763800024986267,7.55970001220703,18.8712997436523,23.4503993988037,7.4702000617981,84428.3508,-427839.1439
"12",8,127,47,25,31.3346996307373,0.888999998569489,70.4646987915039,57.4887008666992,0.655900001525879,2.61899995803833,14.1319999694824,33.0718002319336,2.93510007858276,-68395.78771,-148923.0503
"13",3,79,37,26,11.0026998519897,25.6299991607666,14.7166996002197,12.9246997833252,6.89569997787476,-0.103299997746944,14.1732997894287,37.0533981323242,0.38740000128746,220826.8048,-93913.71417
"14",11,170,38,9,30.5223007202148,1.09029996395111,58.475700378418,52.0186996459961,0.960600018501282,3.22300004959106,12.5787000656128,34.0811004638672,3.68029999732971,-51682.38772,-102497.2483
"15",11,150,37,11,30.8640003204346,4.00470018386841,49.9109992980957,41.9618988037109,1.0106999874115,3.00430011749268,12.7672996520996,34.9161987304688,3.33839988708496,31070.99605,-170404.1785
"16",5,121,69,13,0,0,268.299011230469,305.310791015625,16.8962001800537,-8.52200031280518,-1.62269997596741,14.3190002441406,-8.37460041046143,-182691.2652,375681.8169
"17",15,163,50,20,31.7080001831055,0.373299986124039,111.338302612305,100.896202087402,2.62199997901917,2.43600010871887,13.2386999130249,34.8676986694336,2.9539999961853,62797.00175,-131413.9947
"18",2,139,46,24,30.2392997741699,0.230000004172325,75.1613006591797,79.8703994750977,0.732900023460388,0.0173000004142523,16.1392993927002,32.0722999572754,0.396299988031387,-96762.17903,-175747.7406
"19",7,145,56,24,23.2880001068115,13.0996999740601,37.3709983825684,37.9711990356445,0.84960001707077,-0.444999992847443,15.4603004455566,33.6809005737305,-0.158000007271767,48611.86022,-356513.3214
"20",11,150,34,17,27.693000793457,12.8697004318237,37.2430000305176,32.2728996276855,0.971099972724915,3.14730000495911,13.8782997131348,35.4976005554199,3.56990003585815,71562.79489,-271504.0712
"21",11,157,35,11,21.9106998443604,0.342000007629395,99.8302993774414,90.7706985473633,3.25959992408752,3.39000010490417,13.2277002334595,33.9816017150879,3.82470011711121,-191211.6154,164890.1924
"22",3,83,35,30,18.8656997680664,34.2060012817383,21.3600006103516,19.528299331665,9.28820037841797,4.86299991607666,17.952299118042,40.1511001586914,5.38980007171631,485089.7781,-375899.3038
"23",11,155,46,15,35.5816993713379,0.856000006198883,74.6267013549805,66.7726974487305,0.853100001811981,4.96000003814697,16.3957004547119,22.2432994842529,5.23530006408691,-139628.833,-156482.9517
"24",9,130,34,1,0,0,136.121002197266,133.732299804688,10.3470001220703,-6.89130020141602,4.89629983901978,24.2821998596191,-6.54300022125244,-8564.273996,129396.1343
"25",9,171,61,11,NA,NA,69.0967025756836,69.2343978881836,8.53800010681152,-7.74429988861084,4.86770009994507,27.3976001739502,-7.18100023269653,-56530.35902,295853.0252
"26",3,82,34,30,18.1187000274658,27.7763004302979,23.7532997131348,21.8271999359131,11.2911996841431,2.99699997901917,14.8439998626709,38.092098236084,3.47320008277893,467014.7789,-308506.3419
"27",15,125,63,18,12.1160001754761,0,289.865692138672,261.886993408203,11.8274002075195,0.0392999984323978,8.28870010375977,25.5207004547119,0.0856999978423119,-247533.2018,191323.9595
"28",3,141,35,28,23.8729991912842,11.2157001495361,48.6559982299805,44.2532997131348,2.28439998626709,-0.869000017642975,13.8577003479004,34.3741989135742,-0.361299991607666,127805.0307,-354123.3549
"29",8,155,51,25,41.8870010375977,3.22699999809265,118.021301269531,110.434700012207,1.35520005226135,2.78430008888245,12.8916997909546,30.4615993499756,2.63870000839233,101679.9204,-387341.3907
"30",2,135,52,20,35.0783004760742,2.87529993057251,71.5739974975586,61.4446983337402,0.600300014019012,1.95829999446869,15.8039999008179,33.1618995666504,2.22900009155273,-58545.91204,-259717.9537
"31",2,134,44,24,28.1580009460449,0.742699980735779,68.5267028808594,63.486198425293,1.30719995498657,3.73769998550415,13.3423004150391,30.6938991546631,4.33339977264404,-140082.7213,-30854.92451
"32",9,139,27,1,NA,NA,16.36669921875,13.7593002319336,2.38369989395142,4.95699977874756,22.0086994171143,40.9850997924805,5.41970014572144,383691.1739,-497978.1573
